"","sale.date","sales.rep","rep.sex","rep.region","rep.feedback","wine","type","cost","unit.price","units.sold","recipt","expenses","year"
"1802",2013-08-08,"Deloras Mcfetridge",0,"West",6,"Merlot","red",2.229,7.43,13,96.59,4.3554,2013
"3823",2013-08-09,"Lolita Wass",0,"Central",6,"Pinot Gris","white",3.741,12.04,8,96.32,5.15,2013
"4677",2013-08-09,"Aiko Hamsher",0,"East",6,"Merlot","red",2.229,7.43,11,81.73,4.578,2013
"3031",2013-08-09,"Clement Arias",1,"North",5,"Chardonnay","white",3.15,11.45,28,320.6,6.38,2013
"4514",2013-08-09,"Eura Begay",0,"North",4,"Chardonnay","white",3.15,11.45,14,160.3,6.39,2013
"9564",2013-08-09,"Bianca Suchan",0,"West",7,"Merlot","red",2.229,7.43,8,59.44,3.672,2013
"4376",2013-08-10,"Lolita Wass",0,"Central",6,"Chardonnay","white",3.15,10.07,8,80.56,5.14,2013
"969",2013-08-10,"Virgilio Mcelligott",1,"Central",6,"Cabernet Sauvignon","red",3.624,11.65,7,81.55,5.7,2013
"2081",2013-08-10,"Vicki Kilkenny",0,"West",4,"Shiraz","red",6.051,20.17,11,221.87,9.9858,2013
"2285",2013-08-11,"Kym Velarde",0,"East",5,"Pinot Gris","white",3.741,12.47,18,224.46,7.497,2013
"1668",2013-08-11,"Yolando Galicia",0,"North",7,"Merlot","red",2.229,8.38,9,75.42,3.64,2013
"9565",2013-08-11,"Lavera Mccallie",0,"South",5,"Merlot","red",2.229,7.31,7,51.17,3.4485,2013
"183",2013-08-12,"Virgilio Mcelligott",1,"Central",5,"Merlot","red",2.229,7,27,189,4.78,2013
"537",2013-08-12,"Karry Noell",0,"East",5,"Merlot","red",2.229,7.43,19,141.17,5.019,2013
"6906",2013-08-12,"Eura Begay",0,"North",5,"Cabernet Sauvignon","red",3.624,13.03,16,208.48,7.3,2013
"4238",2013-08-12,"Deloras Mcfetridge",0,"West",5,"Sauvignon Blanc","white",2.697,8.99,6,53.94,4.5798,2013
"9918",2013-08-12,"Vicki Kilkenny",0,"West",4,"Riesling","white",2.097,6.99,14,97.86,3.5088,2013
"4167",2013-08-13,"Virgilio Mcelligott",1,"Central",6,"Merlot","red",2.229,7,8,56,4.03,2013
"7690",2013-08-13,"Shameka Mertes",0,"North",6,"Merlot","red",2.229,8.38,20,167.6,6.14,2013
"6137",2013-08-13,"Deloras Mcfetridge",0,"West",4,"Chardonnay","white",3.15,10.5,15,157.5,5.8854,2013
"7222",2013-08-14,"Ben Gerry",1,"East",7,"Merlot","red",2.229,7.43,14,104.02,4.2945,2013
"7607",2013-08-14,"Yolando Galicia",0,"North",7,"Chardonnay","white",3.15,11.45,12,137.4,4.6,2013
"9322",2013-08-14,"Lavera Mccallie",0,"South",6,"Pinot Gris","white",3.741,12.35,21,259.35,6.6595,2013
"8632",2013-08-14,"Mamie Fullington",0,"South",7,"Riesling","white",2.097,6.87,11,75.57,3.4675,2013
"2537",2013-08-14,"Bianca Suchan",0,"West",6,"Riesling","white",2.097,6.99,12,83.88,4.437,2013
"6737",2013-08-15,"Dannette Saltsman",0,"Central",5,"Merlot","red",2.229,7,24,168,4.97,2013
"1017",2013-08-15,"Lolita Wass",0,"Central",10,"Riesling","white",2.097,6.56,8,52.48,4.13,2013
"6753",2013-08-15,"Aiko Hamsher",0,"East",7,"Chardonnay","white",3.15,10.5,13,136.5,6.2055,2013
"7688",2013-08-15,"Aiko Hamsher",0,"East",6,"Riesling","white",2.097,6.99,11,76.89,4.158,2013
"3204",2013-08-15,"Bianca Suchan",0,"West",7,"Shiraz","red",6.051,20.17,11,221.87,10.2714,2013
"6446",2013-08-16,"Dannette Saltsman",0,"Central",7,"Cabernet Sauvignon","red",3.624,11.65,17,198.05,5.92,2013
"6954",2013-08-16,"Karry Noell",0,"East",6,"Cabernet Sauvignon","red",3.624,12.08,22,265.76,8.295,2013
"6932",2013-08-16,"Kym Velarde",0,"East",6,"Sauvignon Blanc","white",2.697,8.99,21,188.79,6.3,2013
"2338",2013-08-16,"Clement Arias",1,"North",7,"Cabernet Sauvignon","red",3.624,13.03,22,286.66,8.22,2013
"8299",2013-08-16,"Eura Begay",0,"North",7,"Merlot","red",2.229,8.38,19,159.22,4.54,2013
"457",2013-08-16,"Yolando Galicia",0,"North",6,"Chardonnay","white",3.15,11.45,26,297.7,7.45,2013
"1827",2013-08-16,"Yolando Galicia",0,"North",6,"Merlot","red",2.229,8.38,19,159.22,5.11,2013
"8125",2013-08-16,"Yolando Galicia",0,"North",6,"Merlot","red",2.229,8.38,28,234.64,5.43,2013
"6673",2013-08-16,"Jewel Copas",1,"South",6,"Chardonnay","white",3.15,10.38,8,83.04,4.8925,2013
"7109",2013-08-16,"Jewel Copas",1,"South",5,"Sauvignon Blanc","white",2.697,8.87,16,141.92,5.472,2013
"5401",2013-08-16,"Bianca Suchan",0,"West",5,"Chardonnay","white",3.15,10.5,9,94.5,5.3958,2013
"1853",2013-08-16,"Deloras Mcfetridge",0,"West",7,"Cabernet Sauvignon","red",3.624,12.08,15,181.2,6.8646,2013
"5204",2013-08-17,"Virgilio Mcelligott",1,"Central",5,"Merlot","red",2.229,7,7,49,4.21,2013
"9923",2013-08-17,"Kym Velarde",0,"East",4,"Chardonnay","white",3.15,10.5,15,157.5,6.825,2013
"8207",2013-08-17,"Kym Velarde",0,"East",7,"Pinot Gris","white",3.741,12.47,14,174.58,6.594,2013
"1417",2013-08-17,"Clement Arias",1,"North",6,"Chardonnay","white",3.15,11.45,18,206.1,7,2013
"5833",2013-08-17,"Eura Begay",0,"North",5,"Merlot","red",2.229,8.38,18,150.84,5.03,2013
"8399",2013-08-17,"Yolando Galicia",0,"North",6,"Chardonnay","white",3.15,11.45,22,251.9,7,2013
"5776",2013-08-17,"Lavera Mccallie",0,"South",7,"Merlot","red",2.229,7.31,12,87.72,3.857,2013
"4098",2013-08-17,"Tori Hastie",0,"South",7,"Riesling","white",2.097,6.87,15,103.05,3.914,2013
"3634",2013-08-17,"Bianca Suchan",0,"West",6,"Pinot Gris","white",3.741,12.47,16,199.52,5.457,2013
"4917",2013-08-17,"Lesia Belt",0,"West",6,"Shiraz","red",6.051,20.17,23,463.91,10.353,2013
"7861",2013-08-18,"Nilda Hypolite",0,"Central",6,"Chardonnay","white",3.15,10.07,4,40.28,4.59,2013
"9355",2013-08-18,"Clement Arias",1,"North",7,"Merlot","red",2.229,8.38,18,150.84,4.9,2013
"2319",2013-08-19,"Lavera Mccallie",0,"South",5,"Riesling","white",2.097,6.87,12,82.44,3.7145,2013
"7967",2013-08-20,"Nilda Hypolite",0,"Central",7,"Chardonnay","white",3.15,10.07,20,201.4,6.39,2013
"8407",2013-08-20,"Virgilio Mcelligott",1,"Central",6,"Shiraz","red",6.051,19.74,11,217.14,9.25,2013
"273",2013-08-20,"Aiko Hamsher",0,"East",7,"Riesling","white",2.097,6.99,25,174.75,5.481,2013
"3651",2013-08-20,"Jewel Copas",1,"South",6,"Chardonnay","white",3.15,10.38,5,51.9,4.56,2013
"3781",2013-08-21,"Aiko Hamsher",0,"East",5,"Chardonnay","white",3.15,10.5,8,84,5.9955,2013
"7949",2013-08-21,"Tori Hastie",0,"South",5,"Chardonnay","white",3.15,10.38,15,155.7,5.8235,2013
"1153",2013-08-21,"Tori Hastie",0,"South",8,"Merlot","red",2.229,7.31,22,160.82,4.959,2013
"6914",2013-08-21,"Bianca Suchan",0,"West",5,"Cabernet Sauvignon","red",3.624,12.08,18,217.44,6.0996,2013
"4377",2013-08-22,"Aiko Hamsher",0,"East",7,"Chardonnay","white",3.15,10.5,17,178.5,6.51,2013
"9356",2013-08-22,"Aiko Hamsher",0,"East",7,"Pinot Gris","white",3.741,12.47,23,286.81,7.9905,2013
"7823",2013-08-22,"Clement Arias",1,"North",6,"Merlot","red",2.229,8.38,26,217.88,5.52,2013
"7748",2013-08-22,"Deloras Mcfetridge",0,"West",7,"Pinot Gris","white",3.741,12.47,14,174.58,7.1196,2013
"5835",2013-08-23,"Dannette Saltsman",0,"Central",6,"Pinot Gris","white",3.741,12.04,31,373.24,7.34,2013
"1284",2013-08-23,"Lolita Wass",0,"Central",6,"Pinot Gris","white",3.741,12.04,10,120.4,5.8,2013
"7670",2013-08-23,"Jewel Copas",1,"South",6,"Sauvignon Blanc","white",2.697,8.87,13,115.31,5.32,2013
"6788",2013-08-23,"Tori Hastie",0,"South",7,"Merlot","red",2.229,7.31,24,175.44,4.788,2013
"6535",2013-08-24,"Dannette Saltsman",0,"Central",6,"Riesling","white",2.097,6.56,26,170.56,4.83,2013
"5225",2013-08-24,"Aiko Hamsher",0,"East",5,"Shiraz","red",6.051,20.17,22,443.74,11.9805,2013
"3307",2013-08-24,"Karry Noell",0,"East",4,"Pinot Gris","white",3.741,12.47,16,199.52,7.2555,2013
"165",2013-08-24,"Tori Hastie",0,"South",6,"Riesling","white",2.097,6.87,10,68.7,3.781,2013
"3965",2013-08-24,"Vicki Kilkenny",0,"West",6,"Merlot","red",2.229,7.43,11,81.73,4.335,2013
"7311",2013-08-25,"Lolita Wass",0,"Central",6,"Sauvignon Blanc","white",2.697,8.56,15,128.4,4.51,2013
"8121",2013-08-25,"Aiko Hamsher",0,"East",8,"Shiraz","red",6.051,20.17,11,221.87,11.004,2013
"6173",2013-08-25,"Ben Gerry",1,"East",5,"Chardonnay","white",3.15,10.5,18,189,7.0035,2013
"5673",2013-08-25,"Clement Arias",1,"North",5,"Riesling","white",2.097,7.94,14,111.16,4.67,2013
"5718",2013-08-25,"Eura Begay",0,"North",6,"Riesling","white",2.097,7.94,27,214.38,5.4,2013
"1734",2013-08-25,"Yolando Galicia",0,"North",5,"Merlot","red",2.229,8.38,9,75.42,4.09,2013
"1923",2013-08-25,"Bianca Suchan",0,"West",5,"Chardonnay","white",3.15,10.5,20,210,6.1914,2013
"6684",2013-08-26,"Aiko Hamsher",0,"East",7,"Merlot","red",2.229,7.43,18,133.74,5.2395,2013
"3300",2013-08-26,"Kym Velarde",0,"East",4,"Chardonnay","white",3.15,10.5,26,273,7.4235,2013
"6396",2013-08-26,"Clement Arias",1,"North",7,"Merlot","red",2.229,8.38,20,167.6,5.34,2013
"2725",2013-08-26,"Mamie Fullington",0,"South",6,"Merlot","red",2.229,7.31,11,80.41,3.6765,2013
"713",2013-08-27,"Nilda Hypolite",0,"Central",8,"Chardonnay","white",3.15,10.07,8,80.56,5.08,2013
"9062",2013-08-27,"Kym Velarde",0,"East",6,"Merlot","red",2.229,7.43,13,96.59,4.7565,2013
"7193",2013-08-27,"Deloras Mcfetridge",0,"West",6,"Merlot","red",2.229,7.43,16,118.88,5.1612,2013
"6670",2013-08-27,"Deloras Mcfetridge",0,"West",4,"Sauvignon Blanc","white",2.697,8.99,22,197.78,5.7732,2013
"1119",2013-08-28,"Clement Arias",1,"North",7,"Chardonnay","white",3.15,11.45,19,217.55,5.52,2013
"724",2013-08-29,"Eura Begay",0,"North",7,"Cabernet Sauvignon","red",3.624,13.03,12,156.36,7.13,2013
"4199",2013-08-29,"Yolando Galicia",0,"North",8,"Riesling","white",2.097,7.94,27,214.38,5.61,2013
"2442",2013-08-29,"Bianca Suchan",0,"West",5,"Merlot","red",2.229,7.43,8,59.44,4.3758,2013
"981",2013-08-30,"Ben Gerry",1,"East",6,"Pinot Gris","white",3.741,12.47,14,174.58,6.195,2013
"5755",2013-08-30,"Shameka Mertes",0,"North",7,"Shiraz","red",6.051,21.12,9,190.08,10.12,2013
"5844",2013-08-30,"Yolando Galicia",0,"North",6,"Chardonnay","white",3.15,11.45,12,137.4,6.04,2013
"2400",2013-08-30,"Jewel Copas",1,"South",6,"Chardonnay","white",3.15,10.38,26,269.88,6.422,2013
"7350",2013-08-30,"Mamie Fullington",0,"South",8,"Merlot","red",2.229,7.31,7,51.17,4.047,2013
"2190",2013-08-30,"Deloras Mcfetridge",0,"West",7,"Sauvignon Blanc","white",2.697,8.99,13,116.87,5.457,2013
"7042",2013-08-31,"Shameka Mertes",0,"North",5,"Chardonnay","white",3.15,11.45,15,171.75,5.31,2013
"9837",2013-08-31,"Lavera Mccallie",0,"South",6,"Merlot","red",2.229,7.31,9,65.79,4.2655,2013
"1815",2013-08-31,"Deloras Mcfetridge",0,"West",5,"Chardonnay","white",3.15,10.5,5,52.5,4.8144,2013
"5240",2013-08-31,"Lesia Belt",0,"West",5,"Shiraz","red",6.051,20.17,15,302.55,10.2612,2013
"2300",2013-09-01,"Aiko Hamsher",0,"East",6,"Chardonnay","white",3.15,10.5,19,199.5,6.5415,2013
"8608",2013-09-01,"Kym Velarde",0,"East",6,"Cabernet Sauvignon","red",3.624,12.08,17,205.36,6.5415,2013
"8787",2013-09-01,"Lavera Mccallie",0,"South",7,"Merlot","red",2.229,7.31,8,58.48,4.4935,2013
"2818",2013-09-01,"Bianca Suchan",0,"West",6,"Merlot","red",2.229,7.43,28,208.04,6.732,2013
"3951",2013-09-02,"Karry Noell",0,"East",7,"Sauvignon Blanc","white",2.697,8.99,7,62.93,4.3785,2013
"3255",2013-09-02,"Eura Begay",0,"North",6,"Cabernet Sauvignon","red",3.624,13.03,8,104.24,6.19,2013
"9141",2013-09-02,"Eura Begay",0,"North",7,"Merlot","red",2.229,8.38,12,100.56,4.03,2013
"2620",2013-09-03,"Aiko Hamsher",0,"East",6,"Chardonnay","white",3.15,10.5,11,115.5,6.6675,2013
"526",2013-09-03,"Jewel Copas",1,"South",8,"Pinot Gris","white",3.741,12.35,4,49.4,4.921,2013
"9971",2013-09-03,"Mamie Fullington",0,"South",4,"Sauvignon Blanc","white",2.697,8.87,13,115.31,5.073,2013
"6083",2013-09-03,"Deloras Mcfetridge",0,"West",6,"Merlot","red",2.229,7.43,8,59.44,4.1514,2013
"4349",2013-09-04,"Lolita Wass",0,"Central",6,"Pinot Gris","white",3.741,12.04,19,228.76,7.82,2013
"3177",2013-09-04,"Virgilio Mcelligott",1,"Central",7,"Pinot Gris","white",3.741,12.04,9,108.36,6.37,2013
"9245",2013-09-04,"Kym Velarde",0,"East",5,"Pinot Gris","white",3.741,12.47,22,274.34,7.4445,2013
"5897",2013-09-04,"Shameka Mertes",0,"North",6,"Riesling","white",2.097,7.94,23,182.62,5.31,2013
"2265",2013-09-04,"Lavera Mccallie",0,"South",7,"Shiraz","red",6.051,20.05,15,300.75,9.3005,2013
"1457",2013-09-04,"Vicki Kilkenny",0,"West",7,"Riesling","white",2.097,6.99,20,139.8,5.151,2013
"238",2013-09-05,"Virgilio Mcelligott",1,"Central",6,"Chardonnay","white",3.15,10.07,7,70.49,4.65,2013
"9872",2013-09-05,"Clement Arias",1,"North",6,"Merlot","red",2.229,8.38,9,75.42,3.89,2013
"2694",2013-09-05,"Bianca Suchan",0,"West",6,"Shiraz","red",6.051,20.17,5,100.85,9.282,2013
"7003",2013-09-06,"Virgilio Mcelligott",1,"Central",7,"Chardonnay","white",3.15,10.07,4,40.28,5.56,2013
"9477",2013-09-06,"Virgilio Mcelligott",1,"Central",5,"Chardonnay","white",3.15,10.07,18,181.26,6.23,2013
"9470",2013-09-06,"Aiko Hamsher",0,"East",6,"Shiraz","red",6.051,20.17,6,121.02,9.2085,2013
"3690",2013-09-06,"Shameka Mertes",0,"North",6,"Pinot Gris","white",3.741,13.42,21,281.82,7.37,2013
"4836",2013-09-06,"Yolando Galicia",0,"North",7,"Merlot","red",2.229,8.38,6,50.28,3.8,2013
"5269",2013-09-06,"Lavera Mccallie",0,"South",6,"Chardonnay","white",3.15,10.38,13,134.94,5.415,2013
"774",2013-09-07,"Aiko Hamsher",0,"East",7,"Chardonnay","white",3.15,10.5,14,147,5.6385,2013
"1752",2013-09-07,"Kym Velarde",0,"East",5,"Merlot","red",2.229,7.43,28,208.04,6.1005,2013
"8865",2013-09-07,"Clement Arias",1,"North",5,"Merlot","red",2.229,8.38,15,125.7,4.79,2013
"9412",2013-09-07,"Clement Arias",1,"North",7,"Pinot Gris","white",3.741,13.42,17,228.14,7.92,2013
"8899",2013-09-07,"Eura Begay",0,"North",7,"Sauvignon Blanc","white",2.697,9.94,8,79.52,4.77,2013
"2587",2013-09-07,"Shameka Mertes",0,"North",7,"Riesling","white",2.097,7.94,14,111.16,4.1,2013
"7446",2013-09-07,"Bianca Suchan",0,"West",6,"Riesling","white",2.097,6.99,3,20.97,3.4884,2013
"3666",2013-09-07,"Lesia Belt",0,"West",5,"Chardonnay","white",3.15,10.5,9,94.5,5.763,2013
"4295",2013-09-08,"Lolita Wass",0,"Central",9,"Chardonnay","white",3.15,10.07,22,221.54,5.97,2013
"977",2013-09-08,"Yolando Galicia",0,"North",6,"Pinot Gris","white",3.741,13.42,15,201.3,6.5,2013
"2139",2013-09-08,"Lesia Belt",0,"West",4,"Chardonnay","white",3.15,10.5,11,115.5,5.5998,2013
"2115",2013-09-08,"Vicki Kilkenny",0,"West",6,"Merlot","red",2.229,7.43,16,118.88,4.3656,2013
"2792",2013-09-09,"Dannette Saltsman",0,"Central",5,"Merlot","red",2.229,7,26,182,5.37,2013
"5052",2013-09-09,"Aiko Hamsher",0,"East",6,"Chardonnay","white",3.15,10.5,9,94.5,5.9115,2013
"6336",2013-09-09,"Karry Noell",0,"East",4,"Sauvignon Blanc","white",2.697,8.99,13,116.87,5.628,2013
"4911",2013-09-09,"Eura Begay",0,"North",4,"Chardonnay","white",3.15,11.45,16,183.2,5.73,2013
"5845",2013-09-09,"Shameka Mertes",0,"North",6,"Sauvignon Blanc","white",2.697,9.94,22,218.68,6.3,2013
"3228",2013-09-09,"Jewel Copas",1,"South",6,"Pinot Gris","white",3.741,12.35,10,123.5,6.479,2013
"678",2013-09-09,"Bianca Suchan",0,"West",4,"Sauvignon Blanc","white",2.697,8.99,9,80.91,4.998,2013
"6572",2013-09-09,"Deloras Mcfetridge",0,"West",7,"Merlot","red",2.229,7.43,13,96.59,4.4064,2013
"7072",2013-09-09,"Deloras Mcfetridge",0,"West",7,"Merlot","red",2.229,7.43,15,111.45,4.8042,2013
"4864",2013-09-10,"Dannette Saltsman",0,"Central",5,"Riesling","white",2.097,6.56,13,85.28,3.96,2013
"87",2013-09-10,"Nilda Hypolite",0,"Central",6,"Merlot","red",2.229,7,19,133,5.11,2013
"5886",2013-09-10,"Yolando Galicia",0,"North",7,"Pinot Gris","white",3.741,13.42,17,228.14,6.45,2013
"2044",2013-09-10,"Deloras Mcfetridge",0,"West",7,"Sauvignon Blanc","white",2.697,8.99,3,26.97,4.3452,2013
"7658",2013-09-11,"Karry Noell",0,"East",4,"Merlot","red",2.229,7.43,27,200.61,5.754,2013
"2550",2013-09-11,"Karry Noell",0,"East",7,"Riesling","white",2.097,6.99,16,111.84,4.62,2013
"2699",2013-09-11,"Lavera Mccallie",0,"South",6,"Cabernet Sauvignon","red",3.624,11.96,14,167.44,6.4505,2013
"4714",2013-09-11,"Lavera Mccallie",0,"South",6,"Chardonnay","white",3.15,10.38,31,321.78,7.106,2013
"7436",2013-09-11,"Lavera Mccallie",0,"South",6,"Riesling","white",2.097,6.87,8,54.96,3.6005,2013
"569",2013-09-12,"Nilda Hypolite",0,"Central",6,"Chardonnay","white",3.15,10.07,17,171.19,6.14,2013
"552",2013-09-12,"Ben Gerry",1,"East",5,"Merlot","red",2.229,7.43,18,133.74,4.7985,2013
"3068",2013-09-12,"Karry Noell",0,"East",6,"Merlot","red",2.229,7.43,17,126.31,4.5885,2013
"3633",2013-09-12,"Vicki Kilkenny",0,"West",5,"Shiraz","red",6.051,20.17,21,423.57,9.996,2013
"2144",2013-09-13,"Dannette Saltsman",0,"Central",7,"Chardonnay","white",3.15,10.07,12,120.84,5.4,2013
"9525",2013-09-13,"Nilda Hypolite",0,"Central",6,"Merlot","red",2.229,7,13,91,4.1,2013
"6269",2013-09-13,"Nilda Hypolite",0,"Central",7,"Sauvignon Blanc","white",2.697,8.56,12,102.72,4.7,2013
"9581",2013-09-13,"Virgilio Mcelligott",1,"Central",6,"Merlot","red",2.229,7,17,119,4.59,2013
"7542",2013-09-13,"Ben Gerry",1,"East",6,"Cabernet Sauvignon","red",3.624,12.08,21,253.68,7.665,2013
"3302",2013-09-13,"Ben Gerry",1,"East",6,"Merlot","red",2.229,7.43,31,230.33,6.6255,2013
"9293",2013-09-13,"Clement Arias",1,"North",8,"Merlot","red",2.229,8.38,20,167.6,4.72,2013
"4656",2013-09-13,"Shameka Mertes",0,"North",4,"Chardonnay","white",3.15,11.45,17,194.65,6.28,2013
"285",2013-09-13,"Lavera Mccallie",0,"South",7,"Pinot Gris","white",3.741,12.35,14,172.9,4.8355,2013
"6325",2013-09-13,"Lavera Mccallie",0,"South",6,"Pinot Gris","white",3.741,12.35,21,259.35,7.1915,2013
"8834",2013-09-13,"Deloras Mcfetridge",0,"West",6,"Shiraz","red",6.051,20.17,13,262.21,10.6998,2013
"3341",2013-09-14,"Lolita Wass",0,"Central",7,"Cabernet Sauvignon","red",3.624,11.65,16,186.4,6.81,2013
"3585",2013-09-14,"Ben Gerry",1,"East",7,"Merlot","red",2.229,7.43,17,126.31,5.334,2013
"982",2013-09-14,"Kym Velarde",0,"East",5,"Chardonnay","white",3.15,10.5,18,189,7.308,2013
"9311",2013-09-15,"Eura Begay",0,"North",7,"Merlot","red",2.229,8.38,18,150.84,4.76,2013
"8715",2013-09-15,"Eura Begay",0,"North",4,"Pinot Gris","white",3.741,13.42,6,80.52,5.92,2013
"5790",2013-09-15,"Bianca Suchan",0,"West",6,"Chardonnay","white",3.15,10.5,9,94.5,4.4778,2013
"6273",2013-09-15,"Deloras Mcfetridge",0,"West",5,"Sauvignon Blanc","white",2.697,8.99,22,197.78,5.9364,2013
"8960",2013-09-16,"Virgilio Mcelligott",1,"Central",6,"Chardonnay","white",3.15,10.07,7,70.49,5.24,2013
"5746",2013-09-16,"Ben Gerry",1,"East",7,"Shiraz","red",6.051,20.17,17,342.89,11.13,2013
"9114",2013-09-16,"Eura Begay",0,"North",6,"Chardonnay","white",3.15,11.45,22,251.9,7.22,2013
"9301",2013-09-16,"Eura Begay",0,"North",6,"Chardonnay","white",3.15,11.45,9,103.05,4.41,2013
"5544",2013-09-16,"Eura Begay",0,"North",6,"Merlot","red",2.229,8.38,15,125.7,5.4,2013
"3964",2013-09-16,"Tori Hastie",0,"South",5,"Merlot","red",2.229,7.31,10,73.1,4.028,2013
"9615",2013-09-16,"Bianca Suchan",0,"West",5,"Merlot","red",2.229,7.43,15,111.45,4.0086,2013
"3294",2013-09-17,"Dannette Saltsman",0,"Central",6,"Merlot","red",2.229,7,20,140,4.92,2013
"6526",2013-09-17,"Lolita Wass",0,"Central",5,"Merlot","red",2.229,7,20,140,5.25,2013
"168",2013-09-17,"Nilda Hypolite",0,"Central",5,"Cabernet Sauvignon","red",3.624,11.65,8,93.2,6.65,2013
"2584",2013-09-17,"Aiko Hamsher",0,"East",7,"Merlot","red",2.229,7.43,12,89.16,4.9455,2013
"8772",2013-09-17,"Clement Arias",1,"North",7,"Sauvignon Blanc","white",2.697,9.94,28,278.32,6.99,2013
"3734",2013-09-17,"Eura Begay",0,"North",7,"Chardonnay","white",3.15,11.45,21,240.45,6.27,2013
"1337",2013-09-17,"Yolando Galicia",0,"North",6,"Chardonnay","white",3.15,11.45,13,148.85,6.76,2013
"4237",2013-09-17,"Bianca Suchan",0,"West",7,"Chardonnay","white",3.15,10.5,18,189,6.4056,2013
"4214",2013-09-17,"Deloras Mcfetridge",0,"West",6,"Shiraz","red",6.051,20.17,20,403.4,9.741,2013
"1348",2013-09-18,"Kym Velarde",0,"East",5,"Cabernet Sauvignon","red",3.624,12.08,11,132.88,6.279,2013
"5616",2013-09-18,"Jewel Copas",1,"South",7,"Merlot","red",2.229,7.31,23,168.13,4.864,2013
"6999",2013-09-18,"Tori Hastie",0,"South",7,"Pinot Gris","white",3.741,12.35,18,222.3,7.144,2013
"1477",2013-09-19,"Nilda Hypolite",0,"Central",6,"Merlot","red",2.229,7,12,84,4.35,2013
"6359",2013-09-19,"Deloras Mcfetridge",0,"West",8,"Pinot Gris","white",3.741,12.47,14,174.58,7.089,2013
"6552",2013-09-20,"Virgilio Mcelligott",1,"Central",6,"Chardonnay","white",3.15,10.07,9,90.63,5.64,2013
"8282",2013-09-20,"Karry Noell",0,"East",7,"Cabernet Sauvignon","red",3.624,12.08,22,265.76,7.6125,2013
"7470",2013-09-20,"Karry Noell",0,"East",6,"Sauvignon Blanc","white",2.697,8.99,11,98.89,4.242,2013
"7568",2013-09-20,"Clement Arias",1,"North",6,"Merlot","red",2.229,8.38,19,159.22,5.06,2013
"8507",2013-09-20,"Shameka Mertes",0,"North",6,"Riesling","white",2.097,7.94,16,127.04,4.55,2013
"5058",2013-09-20,"Jewel Copas",1,"South",7,"Merlot","red",2.229,7.31,13,95.03,3.9805,2013
"5671",2013-09-20,"Lavera Mccallie",0,"South",7,"Pinot Gris","white",3.741,12.35,14,172.9,6.1845,2013
"4948",2013-09-20,"Lesia Belt",0,"West",7,"Sauvignon Blanc","white",2.697,8.99,15,134.85,5.763,2013
"190",2013-09-20,"Vicki Kilkenny",0,"West",6,"Chardonnay","white",3.15,10.5,6,63,5.6814,2013
"4805",2013-09-20,"Vicki Kilkenny",0,"West",6,"Chardonnay","white",3.15,10.5,18,189,7.2624,2013
"1600",2013-09-21,"Dannette Saltsman",0,"Central",6,"Cabernet Sauvignon","red",3.624,11.65,8,93.2,6.37,2013
"9280",2013-09-21,"Nilda Hypolite",0,"Central",4,"Cabernet Sauvignon","red",3.624,11.65,15,174.75,7.02,2013
"4952",2013-09-21,"Aiko Hamsher",0,"East",6,"Cabernet Sauvignon","red",3.624,12.08,10,120.8,7.2345,2013
"5387",2013-09-21,"Clement Arias",1,"North",6,"Cabernet Sauvignon","red",3.624,13.03,16,208.48,6.68,2013
"1311",2013-09-21,"Yolando Galicia",0,"North",6,"Shiraz","red",6.051,21.12,32,675.84,13.4,2013
"6916",2013-09-21,"Mamie Fullington",0,"South",7,"Cabernet Sauvignon","red",3.624,11.96,22,263.12,6.289,2013
"2048",2013-09-21,"Mamie Fullington",0,"South",7,"Merlot","red",2.229,7.31,13,95.03,3.9995,2013
"1583",2013-09-21,"Tori Hastie",0,"South",7,"Merlot","red",2.229,7.31,9,65.79,3.9995,2013
"4686",2013-09-21,"Tori Hastie",0,"South",8,"Merlot","red",2.229,7.31,26,190.06,5.244,2013
"2004",2013-09-21,"Deloras Mcfetridge",0,"West",5,"Merlot","red",2.229,7.43,17,126.31,4.3962,2013
"5461",2013-09-21,"Deloras Mcfetridge",0,"West",7,"Merlot","red",2.229,7.43,16,118.88,4.5084,2013
"4895",2013-09-21,"Deloras Mcfetridge",0,"West",6,"Sauvignon Blanc","white",2.697,8.99,20,179.8,5.2938,2013
"3309",2013-09-22,"Clement Arias",1,"North",6,"Pinot Gris","white",3.741,13.42,21,281.82,7.15,2013
